time,A2_0,A2_1,A2_2,A2_3,A2_4,A2_5
0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0.01,0.3333447583684916,0.0019996231818784774,0.0,0.33332476324007104,0.0,0.3333304783914373
0.02,0.33337901711326384,0.003998298353349817,0.0,0.33329906004655635,0.0,0.3333219228401797
0.03,0.3334360800599812,0.0059957345958560355,0.0,0.33325623829706247,0.0,0.3333076816429562
0.04,0.3335159111143459,0.007991641953054757,0.0,0.33319631773325686,0.0,0.3332877711523971
0.05,0.33361846764158976,0.009985731558265943,0.0,0.33311932326454335,0.0,0.33326220909386683
0.06,0.3337437005184768,0.011977715765665736,0.0,0.3330252849339823,0.0,0.33323101454754084
0.07,0.33389155418712513,0.013967308274964826,0.0,0.3329142378824282,0.0,0.3331942079304467
0.08,0.33406196671348576,0.015954224257527915,0.0,0.33278622230901994,0.0,0.3331518109774943
0.09,0.3342548698500109,0.017938180481250482,0.0,0.3326412834282866,0.0,0.3331038467217025
0.1,0.33447018909983317,0.019918895430344013,0.0,0.3324794714257412,0.0,0.33305033947442564
0.11,0.33470784378731755,0.0218960894284616,0.0,0.3323008414085667,0.0,0.3329913148041157
0.12,0.3349677471293769,0.02386948475518755,0.0,0.3321054533553107,0.0,0.33292679951531234
0.13,0.3352498063112841,0.025838805763022513,0.0,0.3318933720619748,0.0,0.3328568216267411
0.14,0.3355539225665962,0.02780377899309009,0.0,0.33166466708473213,0.0,0.33278141034867154
0.15,0.33587999125744095,0.029764133285174608,0.0,0.33141941268199077,0.0,0.3327005960605682
0.16,0.33622790196162916,0.03171959989053401,0.0,0.33115768775111293,0.0,0.3326144102872578
0.17,0.3365975385593438,0.03366991257794485,0.0,0.33087957576505367,0.0,0.33252288567560234
0.18,0.33698877932425897,0.035614807739693236,0.0,0.33058516470538907,0.0,0.33242605597035185
0.19,0.33740149701838246,0.03755402449581185,0.0,0.3302745469922173,0.0,0.3323239559894001
0.2,0.33783555898625933,0.03948730479258325,0.0,0.32994781941418727,0.0,0.3322166215995533
0.21,0.33829082725635223,0.04141439350311913,0.0,0.329605083052828,0.0,0.33210408969081967
0.22,0.33876715864055934,0.043335038521001415,0.0,0.3292464432079192,0.0,0.3319863981515213
0.23,0.33926440483848486,0.045248990853757734,0.0,0.32887200931897037,0.0,0.33186358584254466
0.24,0.3397824125443728,0.04715600471364498,0.0,0.3284818948843381,0.0,0.331735692571289
0.25,0.3403210235529248,0.049055837603225766,0.0,0.32807621738088155,0.0,0.3316027590661935
0.26,0.3408800748723557,0.05094825040209684,0.0,0.32765509817778626,0.0,0.33146482694985785
0.27,0.3414593988338626,0.052833007446576194,0.0,0.3272186624528052,0.0,0.3313219387133322
0.28,0.3420588232068877,0.05470987660949231,0.0,0.3267670391037726,0.0,0.3311741376893397
0.29,0.342678171314807,0.056578629375918045,0.0,0.3263003606594621,0.0,0.3310214680257309
0.3,0.3433172621502139,0.05843904091489728,0.0,0.32581876319048625,0.0,0.33086397465929984
0.31,0.3439759104965979,0.06029089015094809,0.0,0.32532238621493903,0.0,0.330701703288463
0.32,0.3446539270448808,0.06213395982885496,0.0,0.3248113726077434,0.0,0.33053470034737575
0.33,0.34535111851736905,0.06396803657878748,0.0,0.32428586850396374,0.0,0.33036301297866716
0.34,0.34606728778862766,0.0657929109760305,0.0,0.3237460232042117,0.0,0.3301866890071606
0.35000000000000003,0.34680223400833904,0.06760837759826789,0.0,0.32319198907827024,0.0,0.3300057769133906
0.36,0.3475557527278455,0.06941423508079024,0.0,0.3226239214655228,0.0,0.3298203258066316
0.37,0.34832763602157446,0.07121028616620984,0.0,0.3220419785791723,0.0,0.32963038539925316
0.38,0.3491176726165305,0.07299633775390103,0.0,0.32144632140384377,0.0,0.3294360059796257
0.39,0.3499256480154698,0.07477220094371022,0.0,0.32083711359790645,0.0,0.32923723838662367
0.4,0.350751344625173,0.07653769107821294,0.0,0.3202145213915604,0.0,0.32903413398326653
0.41000000000000003,0.3515945418836464,0.07829262778123085,0.0,0.31957871348547734,0.0,0.32882674463087613
0.42,0.35245501638531657,0.0800368349927163,0.0,0.3189298609508641,0.0,0.32861512266381926
0.43,0.35333254201197095,0.0817701410018557,0.0,0.3182681371246747,0.0,0.32839932086335427
0.44,0.3542268900559599,0.08349237847526228,0.0,0.317593717510801,0.0,0.328179392433239
0.45,0.35513782935132177,0.08520338448379311,0.0,0.31690677967472186,0.0,0.3279553909739563
0.46,0.35606512639825794,0.08690300052498402,0.0,0.31620750314323015,0.0,0.3277273704585118
0.47000000000000003,0.3570085454908675,0.08859107254311761,0.0,0.3154960693014063,0.0,0.3274953852077261
0.48,0.3579678488445453,0.09026745094613865,0.0,0.3147726612895887,0.0,0.32725948986586595
0.49,0.35894279671917884,0.0919319906192422,0.0,0.3140374639036102,0.0,0.3270197393772109
0.5,0.3599331475484905,0.09358455093603286,0.0,0.31329066348983803,0.0,0.3267761889616715
0.51,0.36093865806035014,0.09522499576617427,0.0,0.3125324478473543,0.0,0.3265288940922955
0.52,0.3619590834045108,0.09685319348055163,0.0,0.31176300612397184,0.0,0.32627791047151733
0.53,0.3629941772730201,0.09846901695334102,0.0,0.31098252871796905,0.0,0.32602329400901087
0.54,0.36404369202329023,0.10007234356134667,0.0,0.31019120717758547,0.0,0.3257651007991243
0.55,0.36510737879997274,0.10166305518046055,0.0,0.30938923410124397,0.0,0.32550338709878324
0.56,0.3661849876523815,0.10324103817963665,0.0,0.3085768030413377,0.0,0.3252382093062808
0.5700000000000001,0.36727626765706517,0.10480618341166936,0.0,0.30775410840360756,0.0,0.3249696239393273
0.58,0.36838096703095796,0.10635838620211217,0.0,0.30692134535411364,0.0,0.3246976876149284
0.59,0.36949883325154437,0.10789754633467333,0.0,0.3060787097203466,0.0,0.32442245702810896
0.6,0.37062961316854864,0.10942356803500779,0.0,0.3052263978991085,0.0,0.32414398893234286
0.61,0.37177305311887077,0.11093635995134031,0.0,0.3043646067616924,0.0,0.3238623401194368
0.62,0.3729288990381174,0.11243583513294467,0.0,0.303493533561649,0.0,0.32357756740023363
0.63,0.3740968965692432,0.1139219110066276,0.0,0.3026133758449206,0.0,0.3232897275858362
0.64,0.37527679117390494,0.11539450934980695,0.0,0.30172433135755516,0.0,0.3229988774685399
0.65,0.3764683282352887,0.11685355626318039,0.0,0.30082659796041045,0.0,0.32270507380430086
0.66,0.37767125316712347,0.11829898213895265,0.0,0.2999203735386424,0.0,0.3224083732942341
0.67,0.3788853115131159,0.11973072162933548,0.0,0.299005855919001,0.0,0.32210883256788314
0.68,0.3801102490509526,0.12114871361089763,0.0,0.29808324278332643,0.0,0.321806508165721
0.6900000000000001,0.38134581188992667,0.12255290114850263,0.0,0.29715273158716327,0.0,0.3215014565229101
0.7000000000000001,0.3825917465685602,0.1239432314566571,0.0,0.29621451947840927,0.0,0.32119373395303047
0.71,0.3838478001510769,0.12531965585858734,0.0,0.29526880321675125,0.0,0.32088339663217186
0.72,0.38511372031825614,0.12668212974522663,0.0,0.2943157790977939,0.0,0.32057050058395
0.73,0.38638925546196995,0.12803061252972683,0.0,0.2933556428740104,0.0,0.32025510166401966
0.74,0.3876741547706109,0.12936506760388958,0.0,0.29238858968324766,0.0,0.31993725554614155
0.75,0.38896816831955966,0.1306854622892418,0.0,0.2914148139729981,0.0,0.3196170177074423
0.76,0.3902710471531403,0.13199176779016997,0.0,0.29043450943167765,0.0,0.31929444341518215
0.77,0.39158254336931264,0.13328395914276356,0.0,0.2894478689176563,0.0,0.3189695877130312
0.78,0.392902410199022,0.13456201516424326,0.0,0.28845508439262196,0.0,0.31864250540835615
0.79,0.39423040208447985,0.13582591840042496,0.0,0.28745634685590565,0.0,0.3183132510596146
0.8,0.3955662747562706,0.1370756550711671,0.0,0.28645184627966747,0.0,0.31798187896406205
